#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  246.174000  -466.81857882
  231.746000  -466.81458352
  217.593000  -466.80994845
  203.819000  -466.80368439
  191.085000  -466.79312871
  184.973000  -466.78614998
  178.723000  -466.77798805
