#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  260.287000  -466.85122584
  245.308000  -466.84789864
  231.219000  -466.84304689
  216.535000  -466.83651586
  203.782000  -466.82552435
  197.601000  -466.81900517
  191.119000  -466.81290030
