#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  247.297000  -466.83449738
  233.319000  -466.83218691
  219.141000  -466.82732093
  205.477000  -466.82025009
  192.709000  -466.80978040
  186.487000  -466.80436913
  180.549000  -466.79590267
