#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  249.885000  -466.84233542
  233.948000  -466.83897274
  220.891000  -466.83439626
  208.313000  -466.82789317
  194.381000  -466.81658722
  188.721000  -466.81007769
  182.529000  -466.80322100
