#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  246.239000  -466.82220009
  232.030000  -466.81950403
  217.721000  -466.81444571
  204.136000  -466.80735293
  191.234000  -466.79745898
  185.049000  -466.79112632
  179.184000  -466.78367559
