p-Vc (Cyclohexane eta=3)
       f           Vc          p
                Ang^3        GPa
  1.2000   246.174000      0.818
  1.1500   231.187000      1.214
  1.1000   217.990000      1.782
  1.0500   204.377000      2.748
  1.0000   191.687000      4.263
  0.9750   185.512000      5.347
  0.9500   179.643000      6.686
