#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  244.224000  -466.82762230
  230.194000  -466.82338940
  216.672000  -466.81907446
  203.219000  -466.81199082
  191.121000  -466.80267942
  185.040000  -466.79793804
  179.071000  -466.78990415
