#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  245.831000  -466.80789918
  231.322000  -466.80521961
  218.194000  -466.80034383
  204.474000  -466.79234761
  191.682000  -466.78401399
  185.742000  -466.77789166
  179.553000  -466.77107708
