#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  243.194000  -466.82799946
  229.354000  -466.82446977
  215.627000  -466.81991770
  202.382000  -466.81253653
  190.708000  -466.80355721
  184.609000  -466.79694352
  178.260000  -466.78963384
