#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  245.840000  -466.81413252
  230.750000  -466.81032725
  217.688000  -466.80639870
  203.968000  -466.79914895
  191.076000  -466.78908727
  184.872000  -466.78294303
  178.741000  -466.77457696
