#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  259.618000  -466.85127401
  244.342000  -466.84757178
  230.319000  -466.84356617
  216.148000  -466.83566674
  203.130000  -466.82671023
  198.652000  -466.84634181
  190.775000  -466.81268757
