#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  258.848000  -466.85041975
  243.786000  -466.84726295
  230.120000  -466.84333011
  215.526000  -466.83459649
  202.824000  -466.82673306
  196.782000  -466.81926752
  190.457000  -466.81168970
