p-Vc (Cyclohexane eta=3)
       f           Vc          p
                Ang^3        GPa
  1.2000   251.717000      0.876
  1.1500   236.514000      1.252
  1.1000   222.794000      1.790
  1.0500   209.232000      2.639
  1.0000   196.705000      3.896
  0.9750   190.213000      4.826
  0.9500   184.194000      5.933
