#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  245.788000  -466.81190816
  231.577000  -466.80884124
  218.139000  -466.80337817
  204.583000  -466.79608402
  191.575000  -466.78668361
  185.636000  -466.78120691
  179.639000  -466.77199462
