#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  246.882000  -466.82943391
  232.370000  -466.82604997
  218.556000  -466.82124902
  204.825000  -466.81506774
  191.896000  -466.80514400
  185.744000  -466.79781257
  179.621000  -466.78837509
