#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  253.244000  -466.84766252
  237.713000  -466.84378614
  224.110000  -466.83903153
  210.736000  -466.83144221
  197.959000  -466.82322991
  191.464000  -466.81632936
  185.276000  -466.80897250
