#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  253.543000  -466.84818445
  238.457000  -466.84496036
  224.801000  -466.83972128
  211.612000  -466.83281005
  198.293000  -466.82368418
  191.927000  -466.81703239
  185.935000  -466.80857057
