#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  245.283000  -466.82395605
  230.651000  -466.82032590
  217.769000  -466.81569263
  204.178000  -466.80947540
  191.899000  -466.79827900
  185.695000  -466.79319110
  179.514000  -466.78590444
