#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  245.653000  -466.81995388
  231.066000  -466.81708736
  217.846000  -466.81204818
  204.175000  -466.80470087
  191.752000  -466.79604168
  186.026000  -466.79004270
  179.855000  -466.78229351
