#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  245.839000  -466.80576304
  231.342000  -466.80328110
  217.877000  -466.79864701
  204.185000  -466.79069451
  191.914000  -466.78130755
  185.223000  -466.77486443
  179.393000  -466.76784955
