#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  251.062000  -466.84473442
  235.584000  -466.84164181
  222.364000  -466.83668639
  208.691000  -466.82890766
  195.521000  -466.81878568
  189.437000  -466.81299846
  183.431000  -466.80595218
