#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  253.954000  -466.84869662
  239.232000  -466.84534922
  225.434000  -466.84076853
  212.297000  -466.83388878
  198.730000  -466.82327208
  192.280000  -466.81751832
  186.706000  -466.80956703
