Structure 1
1.2 246.590 0.80195300786564
1.15 231.985 1.17208290139562
1.10 218.131 1.74747065312097
1.05 204.342 2.70298438370034
1.00 191.703 4.17572658151132
0.975 185.172 5.30072480768906
0.95 179.396 6.59991121603846
Structure 29
1.2 246.239 0.858498267483293
1.15 232.030 1.21388284791143
1.10 217.721 1.78940839874096
1.05 204.136 2.68447119103383
1.00 191.234 4.08578884911349
0.975 185.049 5.0605803974998
0.95 179.184 6.24821431830291
Structure 30
1.2 246.174 0.823780792742802
1.15 231.746 1.19486421950697
1.10 217.593 1.7901556694385
1.05 203.819 2.75660787124573
1.00 191.085 4.25475801902176
0.975 184.973 5.30631529270083
0.95 178.723 6.70994367116602
Structure 31
1.2 245.840 0.842997962060832
1.15 230.750 1.23160001285388
1.10 217.688 1.77193909324071
1.05 203.968 2.69243772106674
1.00 191.076 4.13203919793518
0.975 184.872 5.1430903399656
0.95 178.741 6.43996227263703
Structure 32
1.2 245.935 0.891276468837122
1.15 230.991 1.27236190577789
1.10 217.691 1.80921161358876
1.05 204.242 2.67345387294256
1.00 191.593 3.98906834280452
0.975 185.152 4.9540232050693
0.95 179.154 6.1112432953279
Structure 33
1.2 245.839 0.916068014209681
1.15 231.342 1.28639933272332
1.10 217.877 1.82694288076183
1.05 204.185 2.70524084146222
1.00 191.914 3.97040278807673
0.975 185.223 4.95977727504178
0.95 179.393 6.06919452775373
Structure 34
1.2 245.980 0.895715448155127
1.15 231.703 1.25310810346729
1.10 218.008 1.79268948834898
1.05 204.132 2.67341359754607
1.00 191.938 3.92091282671343
0.975 185.506 4.85916542965637
0.95 179.319 6.02425451573016
Structure 35
1.2 245.981 0.940134650765721
1.15 231.702 1.3005415771944
1.10 218.007 1.83795533293915
1.05 204.133 2.70367857560727
1.00 191.935 3.91481850883349
0.975 185.504 4.81675743345807
0.95 179.313 5.92998957334389
Structure 36
1.2 245.831 0.969033661849
1.15 231.322 1.32688422880727
1.10 218.194 1.82010560039676
1.05 204.474 2.61807657435959
1.00 191.682 3.79375804867411
0.975 185.742 4.55669111476207
0.95 179.553 5.55832015200529
Structure 37
1.2 245.788 0.915540422218235
1.15 231.577 1.28809913795975
1.10 218.139 1.84208280438632
1.05 204.583 2.73716048154509
1.00 191.575 4.14316360857558
0.975 185.636 5.06579949311908
0.95 179.639 6.25507385099591
Structure 38
1.2 246.174 0.818453267328992
1.15 231.187 1.21361381517121
1.10 217.990 1.7819341920993
1.05 204.377 2.74826308579708
1.00 191.687 4.26310680349839
0.975 185.512 5.34677034412347
0.95 179.643 6.68561212965806
Structure 39
1.2 245.653 0.891191815822995
1.15 231.066 1.26500559081054
1.10 217.846 1.79919205642775
1.05 204.175 2.68375264897522
1.00 191.752 3.98758954709891
0.975 186.026 4.83863377583463
0.95 179.855 6.00863296226882
Structure 40
1.2 245.283 0.961151507183406
1.15 230.651 1.34272607039041
1.10 217.769 1.86101378915487
1.05 204.178 2.71555963978057
1.00 191.899 3.94004396804152
0.975 185.695 4.81096000735382
0.95 179.514 5.9180737273031
Structure 41
1.2 244.795 0.834282760172615
1.15 230.495 1.21375851426777
1.10 217.423 1.77348307977976
1.05 203.418 2.76889712194443
1.00 191.614 4.16403877042507
0.975 185.450 5.21704391081131
0.95 179.301 6.59084235484113
Structure 42
1.2 244.224 0.967988736895838
1.15 230.194 1.32499687735004
1.10 216.672 1.85293153545465
1.05 203.219 2.67352219353487
1.00 191.121 3.82849225292552
0.975 185.040 4.63663812744178
0.95 179.071 5.63785273998119
Structure 43
1.2 243.736 0.807120409822484
1.15 229.924 1.16784688152433
1.10 216.389 1.74411836985698
1.05 202.710 2.72170872118342
1.00 190.830 4.14160515526701
0.975 184.912 5.16695740963593
0.95 178.472 6.6361856080906
Structure 44
1.2 243.088 0.799163697084345
1.15 229.273 1.17591036949665
1.10 215.631 1.79234573133819
1.05 202.336 2.80936163283173
1.00 190.522 4.32923494612248
0.975 184.567 5.4504388672638
0.95 178.144 7.05558111408653
Structure 45
1.2 243.194 0.953344146537081
1.15 229.354 1.32286792821654
1.10 215.627 1.8971409980094
1.05 202.382 2.78079072273962
1.00 190.708 4.010754654021
0.975 184.609 4.91214324441428
0.95 178.260 6.11927346325166
