#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  252.319000  -466.84683616
  237.034000  -466.84278324
  223.451000  -466.83822283
  209.924000  -466.82989457
  197.397000  -466.82237587
  190.949000  -466.81622358
  184.815000  -466.80863971
