p-Vc (Cyclohexane eta=3)
       f           Vc          p
                Ang^3        GPa
  1.2000   244.795000      0.834
  1.1500   230.495000      1.214
  1.1000   217.423000      1.773
  1.0500   203.418000      2.769
  1.0000   191.614000      4.164
  0.9750   185.450000      5.217
  0.9500   179.301000      6.591
