#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  248.461000  -466.83827507
  233.688000  -466.83564383
  220.384000  -466.83162388
  206.628000  -466.82445467
  193.604000  -466.81410608
  187.318000  -466.80777250
  181.466000  -466.80003071
