#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  243.736000  -466.82728272
  229.924000  -466.82488520
  216.389000  -466.82005962
  202.710000  -466.81302933
  190.830000  -466.80411499
  184.912000  -466.79744393
  178.472000  -466.78915156
