#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  245.981000  -466.80615203
  231.702000  -466.80288106
  218.007000  -466.79887106
  204.133000  -466.78997664
  191.935000  -466.78183065
  185.504000  -466.77531140
  179.313000  -466.76774490
