#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  255.990000  -466.84989824
  241.111000  -466.84670184
  227.275000  -466.84169461
  213.498000  -466.83460418
  199.683000  -466.82393780
  194.234000  -466.81840475
  188.616000  -466.81021323
