#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  258.055000  -466.85083272
  243.901000  -466.84739026
  229.248000  -466.84315503
  216.479000  -466.83551060
  202.445000  -466.82577197
  196.507000  -466.81972054
  189.853000  -466.81142267
