#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  244.795000  -466.82583363
  230.495000  -466.82249961
  217.423000  -466.81868901
  203.418000  -466.81121708
  191.614000  -466.80137553
  185.450000  -466.79525011
  179.301000  -466.78713143
