p-Vc (Cyclohexane eta=3)
       f           Vc          p
                Ang^3        GPa
  1.2000   246.590000      0.802
  1.1500   231.985000      1.172
  1.1000   218.131000      1.747
  1.0500   204.342000      2.703
  1.0000   191.703000      4.176
  0.9750   185.172000      5.301
  0.9500   179.396000      6.600
