#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  243.088000  -466.82804414
  229.273000  -466.82472414
  215.631000  -466.82006082
  202.336000  -466.81342238
  190.522000  -466.80389208
  184.567000  -466.79741150
  178.144000  -466.78794921
