#Vc_Ger(Cyclohexane eta=3)
#          Vc         G_{er}
#       Ang^3           a.u.
  251.717000  -466.84583838
  236.514000  -466.84232204
  222.794000  -466.83770174
  209.232000  -466.83065625
  196.705000  -466.82132811
  190.213000  -466.81524697
  184.194000  -466.80760640
